Belegnummer;Kunde;Belegdatum;Auftragsart;Verteilergruppe;Lagerort;Sachbearbeiter;Kostenträger;Preisgültigkeit;Wunschtermin;Liefertermin;Sprache;Währung;Lieferbedingung;Lieferrestriktion;Transportzeit;Zeiteinheit tt;Versandart;Preisliste;Rabattgruppe;Empfänger;Wiedervorlage;Bestellung;Bestelldatum;Lieferhinweis;Geschäftsart;Valutadatum;Valutatage;Zahlungsziel;Zahlungsart;Bankverb Konto;Bez Zuschlag1;Bez Zuschlag2;Bez Zuschlag3;Bez Zuschlag4;Bez Zuschlag5;Zuschlag1;Zuschlag2;Zuschlag3;Zuschlag4;% Zuschlag;Zuschlag Skonto;Fracht skontofähig;Formularnummer;Anzahl Formulare;Kopftext1;Kopftext2;Kopftext3;Kopftext4;Bemerkung1;Bemerkung2;Bemerkung3;Lieferadresse;Rechnungsadresse;Profitcenter;Entnahmenummer;Entnahmedatum;Beleg freigegeben;Beleg geprüft;Rabatt sichtbar;Schlussrechnung;Umweltabgabe;SdI-Zahlungsart;Spediteur;Vertrag;Bollobetrag;Bollo virtuell;Dokumententyp;Steuer verspätet;Steuer Vormonat;zus Regeln1;zus Regeln2;zus Regeln3;zus Regeln4;zus Regeln5;zus Regeln6;Fracht steuerfrei1;Fracht steuerfrei2;Fracht steuerfrei3;Fracht steuerfrei4;Fracht steuerfrei5;Fracht steuerfrei6;Nexus;Zuschlag steuerpfl1;Zuschlag steuerpfl2;Zuschlag steuerpfl3;Zuschlag steuerpfl4;Zuschlag steuerpfl5;Steuerbetrag1;Steuerbetrag2;Steuerbetrag3;Steuerbetrag4;Steuerbetrag5;Steuerbetrag6;Steuerbetrag7;Steuerbetrag8;Steuerbetrag9;Steuerbetrag10;Steuerbetrag11;Steuertyp;Steuersatz1;Steuersatz2;Steuersatz3;Steuersatz4;Steuersatz5;Steuersatz6;Sammellieferschein;VerpVorschrift
0;0;today;;;?;;;today;today;?;D;0;0;0;0;4;0;;;;?;;?;;11;?;0;0;0;0;;;;;;0;0;0;0;0;no;no;0;1;;;;;;;;0;0;;;?;no;no;yes;no;no;0;0;;0;yes;0;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;
Column;Column Name;Description / Remark;Location in proALPHA;Data Type;Format
1;Belegnummer;Document Number;V_BELEGKOPF.Belegnummer;INTEGER;zzzzzzz9;
2;Kunde;Customer;V_BELEGKOPF.kunde;INTEGER;zzzzzzzz;
3;Belegdatum;Document Date;V_BELEGKOPF.belegdatum;DATE;99.99.9999;
4;Auftragsart;Order Category;V_BELEGKOPF.auftragsart;CHARACTER;x(2);
5;Verteilergruppe;Work Group;V_BELEGKOPF.verteilergruppe;CHARACTER;x(6);
6;Lagerort;Storage Area;V_BELEGKOPF.lagerort;INTEGER;zzzzzzz9;
7;Sachbearbeiter;Specialist;V_BELEGKOPF.sachbearbeiter;CHARACTER;x(12);
8;Kostenträger;Cost Object;S_KoTraeger.KostenTraeger;CHARACTER;x(20);
9;Preisgültigkeit;Price Validity;V_BELEGKOPF.preisgueltigkeit;DATE;99.99.9999;
10;Wunschtermin;Requested Date;V_BELEGKOPF.wunschtermin;DATE;99.99.9999;
11;Liefertermin;Delivery Date;V_BELEGKOPF.liefertermin;DATE;99.99.9999;
12;Sprache;Language;V_BELEGKOPF.sprache;CHARACTER;x(3);
13;Währung;Currency;V_BELEGKOPF.waehrung;INTEGER;zz9;
14;Lieferbedingung;Terms of Delivery;V_BELEGKOPF.lieferbedingung;INTEGER;zz9;
15;Lieferrestriktion;Delivery Restriction;V_BELEGKOPF.lieferrestrikt;INTEGER;z9;
16;Transportzeit;Transport Time;V_BELEGKOPF.transportzeit;INTEGER;zzzzz9;
17;Zeiteinheit tt;Time Unit;V_BELEGKOPF.zeiteinheit;CHARACTER;9;
18;Versandart;Shipping Type;V_BELEGKOPF.versandart;INTEGER;zz9;
19;Preisliste;Price Group;V_BELEGKOPF.preisgruppe;CHARACTER;x(6);
20;Rabattgruppe;Discount Group;V_BELEGKOPF.rabattgruppe;CHARACTER;x(6);
21;Empfänger;Recipient;V_BELEGKOPF.empfaenger;CHARACTER;x(120);
22;Wiedervorlage;ToDo;V_BELEGKOPF.wiedervorlage;DATE;99.99.9999;
23;Bestellung;Purchase Order;V_BELEGKOPF.beleginfo;CHARACTER;x(40);
24;Bestelldatum;Purchase Order Date;V_BELEGKOPF.bestelldatum;DATE;99.99.9999;
25;Lieferhinweis;Shipping Instructions;V_BELEGKOPF.lieferhinweis;CHARACTER;x(40);
26;Geschäftsart;Key Business Category Intrastat;SBM_BusinessCategory.SBM_BusinessCategory_ID;INTEGER;99;
27;Valutadatum;Value Date;V_BELEGKOPF.valutadatum;DATE;99.99.9999;
28;Valutatage;Value Days;V_BELEGKOPF.valutatage;INTEGER;zz9;
29;Zahlungsziel;Credit Terms;V_BELEGKOPF.zahlungsziel;INTEGER;zz9;
30;Zahlungsart;Payment Method;V_BELEGKOPF.zahlungsart;INTEGER;z9;
31;Bankverb Konto;Counter;sbm_bankdataacc.bankdatacounter;INTEGER;zz9;
32;Bez Zuschlag1;Description Surcharge1;V_BELEGKOPF.zuschlbez;CHARACTER;x(20);
33;Bez Zuschlag2;Description Surcharge2;V_BELEGKOPF.zuschlbez;CHARACTER;x(20);
34;Bez Zuschlag3;Description Surcharge3;V_BELEGKOPF.zuschlbez;CHARACTER;x(20);
35;Bez Zuschlag4;Description Surcharge4;V_BELEGKOPF.zuschlbez;CHARACTER;x(20);
36;Bez Zuschlag5;Description Surcharge5;V_BELEGKOPF.zuschlbez;CHARACTER;x(20);
37;Zuschlag1;Surcharge1;V_BELEGKOPF.zuschlag;DECIMAL;zzz,zz9.99-;
38;Zuschlag2;Surcharge2;V_BELEGKOPF.zuschlag;DECIMAL;zzz,zz9.99-;
39;Zuschlag3;Surcharge3;V_BELEGKOPF.zuschlag;DECIMAL;zzz,zz9.99-;
40;Zuschlag4;Surcharge4;V_BELEGKOPF.zuschlag;DECIMAL;zzz,zz9.99-;
41;% Zuschlag;Percentage Discount/Surcharge;V_BELEGKOPF.proz_zuschlag;DECIMAL;-z9.99%;
42;Zuschlag Skonto;Surch Cash Discountb;V_BELEGKOPF.Zuschlag_skontofaehig;LOGICAL;ja/nein;
43;Fracht skontofähig;Freight Cash Discountable;V_BelegKopf.Fracht_skontofaehig;LOGICAL;ja/nein;
44;Formularnummer;Form Number;V_BELEGKOPF.formularnr;INTEGER;z9;
45;Anzahl Formulare;Number of Forms;V_BELEGKOPF.formularanzahl;INTEGER;9;
46;Kopftext1;Header Text, Line 11;V_BELEGKOPF.kopftext;CHARACTER;x(60);
47;Kopftext2;Header Text, Line 12;V_BELEGKOPF.kopftext;CHARACTER;x(60);
48;Kopftext3;Header Text, Line 13;V_BELEGKOPF.kopftext;CHARACTER;x(60);
49;Kopftext4;Header Text, Line 14;V_BELEGKOPF.kopftext;CHARACTER;x(60);
50;Bemerkung1;Remark1;V_BELEGKOPF.bemerkung;CHARACTER;x(60);
51;Bemerkung2;Remark2;V_BELEGKOPF.bemerkung;CHARACTER;x(60);
52;Bemerkung3;Remark3;V_BELEGKOPF.bemerkung;CHARACTER;x(60);
53;Lieferadresse;Ship-To Address;S_LIEFERADRESSE.Lieferadresse;INTEGER;zz9;
54;Rechnungsadresse;Bill-To Address;S_RECHNUNGSADRESSE.RechnungsAdresse;INTEGER;zz9;
55;Profitcenter;Profit Center;SBM_ProfitCenter.SBM_ProfitCenter_ID;CHARACTER;x(20);
56;Entnahmenummer;Withdrawal Number;V_BelegKopf.EntnahmeNr;CHARACTER;x(20);
57;Entnahmedatum;Withdrawal Date;V_BelegKopf.Entnahmedatum;DATE;99.99.9999;
58;Beleg freigegeben;Document Released;V_BelegKopf.BelegFreigabe;LOGICAL;ja/nein;
59;Beleg geprüft;Document Checked;V_BelegKopf.BelegGeprueft;LOGICAL;ja/nein;
60;Rabatt sichtbar;Discount Type;V_BelegKopf.RabattArt;LOGICAL;sichtbar/verdeckt;
61;Schlussrechnung;Final Invoice;V_BelegKopf.Schlussrechnung;LOGICAL;ja/nein;
62;Umweltabgabe;Eco Tax;V_BelegKopf.F_EcoTax;LOGICAL;ja  /nein;
63;SdI-Zahlungsart;Italian Payment Modes;V_BelegKopf.I_PaymentMode;INTEGER;z9;
64;Spediteur;Freight Forwarder;V_BelegKopf.I_Carrier;INTEGER;zzzzzzz9;
65;Vertrag;Contract Details;V_BelegKopf.I_Contract;CHARACTER;x(40);
66;Bollobetrag;Bollo Amount Virtual;V_BelegKopf.I_BolloAmount;DECIMAL;z9.99-;
67;Bollo virtuell;Virtual Setup Bollo;V_BelegKopf.I_VirtualBollo;LOGICAL;ja  /nein;
68;Dokumententyp;Document Type;V_BelegKopf.I_DocumentType;INTEGER;z9;
69;Steuer verspätet;Tax Liquidation-Relevant on Payment;V_BelegKopf.I_TaxDelayed;LOGICAL;ja  /nein;
70;Steuer Vormonat;Include Tax Amount in Previous Month;V_BelegKopf.I_TaxPrepaid;LOGICAL;ja  /nein;
71;zus Regeln1;Additional Rules1;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
72;zus Regeln2;Additional Rules2;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
73;zus Regeln3;Additional Rules3;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
74;zus Regeln4;Additional Rules4;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
75;zus Regeln5;Additional Rules5;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
76;zus Regeln6;Additional Rules6;V_BelegKopf.USTax_AddRules;LOGICAL;ja/nein;
77;Fracht steuerfrei1;Freight Tax-Free1;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
78;Fracht steuerfrei2;Freight Tax-Free2;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
79;Fracht steuerfrei3;Freight Tax-Free3;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
80;Fracht steuerfrei4;Freight Tax-Free4;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
81;Fracht steuerfrei5;Freight Tax-Free5;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
82;Fracht steuerfrei6;Freight Tax-Free6;V_BelegKopf.USTax_FreightExempt;LOGICAL;ja/nein;
83;Nexus;Nexus;V_BelegKopf.USTax_Nexus;LOGICAL;ja/nein;
84;Zuschlag steuerpfl1;Surcharge Taxable1;V_BelegKopf.USTax_SurchargeTaxable;LOGICAL;ja/nein;
85;Zuschlag steuerpfl2;Surcharge Taxable2;V_BelegKopf.USTax_SurchargeTaxable;LOGICAL;ja/nein;
86;Zuschlag steuerpfl3;Surcharge Taxable3;V_BelegKopf.USTax_SurchargeTaxable;LOGICAL;ja/nein;
87;Zuschlag steuerpfl4;Surcharge Taxable4;V_BelegKopf.USTax_SurchargeTaxable;LOGICAL;ja/nein;
88;Zuschlag steuerpfl5;Surcharge Taxable5;V_BelegKopf.USTax_SurchargeTaxable;LOGICAL;ja/nein;
89;Steuerbetrag1;Tax Amount1;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
90;Steuerbetrag2;Tax Amount2;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
91;Steuerbetrag3;Tax Amount3;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
92;Steuerbetrag4;Tax Amount4;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
93;Steuerbetrag5;Tax Amount5;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
94;Steuerbetrag6;Tax Amount6;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
95;Steuerbetrag7;Tax Amount7;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
96;Steuerbetrag8;Tax Amount8;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
97;Steuerbetrag9;Tax Amount9;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
98;Steuerbetrag10;Tax Amount10;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
99;Steuerbetrag11;Tax Amount11;V_BelegKopf.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
100;Steuertyp;Tax Type;V_BelegKopf.USTax_TaxCategory;INTEGER;9;
101;Steuersatz1;Tax Rate1;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
102;Steuersatz2;Tax Rate2;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
103;Steuersatz3;Tax Rate3;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
104;Steuersatz4;Tax Rate4;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
105;Steuersatz5;Tax Rate5;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
106;Steuersatz6;Tax Rate6;V_BelegKopf.USTax_TaxRate;DECIMAL;z9.999999%;
107;Sammellieferschein;Consolidated Shipping Document;V_BelegKopf.uCI_Sammellieferschein;LOGICAL;SmLi/EzLi;
108;VerpVorschrift;Packaging Instruction;V_BelegKopf.uCW_VerpVorschrift;CHARACTER;x(20);
